metric,base_mean,base_std,dcgfs_mean,dcgfs_std,delta_mean,delta_std
overall_a_acc,65.17086641353124,6.3912086589628325,68.5939477620527,2.62694003704878,3.4230813485214546,3.960508411952216
overall_c_acc,91.04944359518056,1.1555253398940133,90.19336505744859,0.6132906027957823,-0.8560785377319783,0.5436174916238085
macro_f1,64.80067365460853,6.562283505905341,68.49937103174585,2.5385677184576925,3.698697377137331,4.184621315773895
balanced_accuracy,65.26670234278865,6.304544436187362,68.65904573384518,2.6320679976573884,3.392343391056537,3.8626294243223667
worst_class_acc,4.444444444444444,7.698003589195008,5.555555555555554,5.091750772173155,1.1111111111111098,12.619796324000605
selected_target_acc,36.715252905351285,16.53244313083237,47.243505463118275,6.20881809301326,10.528252557766995,11.443439538906423
selected_base_acc,65.66128059558717,15.10957006517998,63.423087320897544,13.194219479585886,-2.238193274689626,3.284237596907953
target_to_base_rate,22.740425060323503,22.446993889523768,13.447658339756083,6.380940016234713,-9.29276672056742,16.338301005209583
